EndoOrInsert	Chromosome	Position	NormalizedDepth
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1838	0.268292682927
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1839	0.268292682927
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1840	0.268292682927
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1841	0.268292682927
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1842	0.268292682927
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1843	0.268292682927
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1844	0.268292682927
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1845	0.268292682927
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1846	0.268292682927
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1847	0.268292682927
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1848	0.268292682927
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1849	0.268292682927
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1850	0.268292682927
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1851	0.268292682927
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1852	0.268292682927
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1853	0.268292682927
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1854	0.268292682927
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1855	0.268292682927
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1856	0.268292682927
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1857	0.268292682927
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1858	0.268292682927
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1859	0.268292682927
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1860	0.268292682927
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1861	0.268292682927
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1862	0.268292682927
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1863	0.268292682927
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1864	0.268292682927
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1865	0.268292682927
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1866	0.268292682927
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1867	0.268292682927
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1868	0.292682926829
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1869	0.292682926829
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1870	0.292682926829
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1871	0.292682926829
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1872	0.317073170732
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1873	0.292682926829
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1874	0.292682926829
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1875	0.292682926829
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1876	0.317073170732
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1877	0.317073170732
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1878	0.317073170732
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1879	0.317073170732
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1880	0.317073170732
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1881	0.317073170732
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1882	0.317073170732
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1883	0.317073170732
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1884	0.317073170732
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1885	0.317073170732
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1886	0.317073170732
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1887	0.317073170732
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1888	0.317073170732
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1889	0.317073170732
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1890	0.317073170732
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1891	0.317073170732
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1892	0.317073170732
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1893	0.243902439024
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1894	0.243902439024
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1895	0.219512195122
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1896	0.219512195122
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1897	0.219512195122
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1898	0.219512195122
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1899	0.219512195122
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1900	0.219512195122
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1901	0.19512195122
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1902	0.19512195122
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1903	0.19512195122
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1904	0.19512195122
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1905	0.19512195122
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1906	0.19512195122
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1907	0.19512195122
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1908	0.19512195122
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1909	0.19512195122
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1910	0.170731707317
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1911	0.170731707317
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1912	0.170731707317
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1913	0.146341463415
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1914	0.146341463415
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1915	0.146341463415
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1916	0.146341463415
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1917	0.146341463415
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1918	0.146341463415
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1919	0.146341463415
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1920	0.146341463415
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1921	0.146341463415
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1922	0.146341463415
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1923	0.146341463415
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1924	0.170731707317
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1925	0.170731707317
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1926	0.170731707317
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1927	0.170731707317
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1928	0.170731707317
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1929	0.170731707317
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1930	0.170731707317
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1931	0.19512195122
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1932	0.219512195122
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1933	0.219512195122
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1934	0.219512195122
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1935	0.219512195122
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1936	0.219512195122
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1937	0.219512195122
TransgeneInsert	ie1-dsRed_WholePlasmidSequence_2001start	1938	0.219512195122
